Fecha,Estrategia,Rendimiento,Riesgo,zscore_original,outlier_z_original,p2,p98,Rendimiento_winsorized,zscore_winsor,outlier_z_winsor
1997-05-31,Relative Value,1.73,Bajo,1.0021032994851207,FALSE,-1.9928,2.3367999999999984,1.73,1.1857585764641383,FALSE
1997-05-31,Short Selling,-7.37,Alto,-1.507969751460437,FALSE,-10.563600000000001,10.994399999999992,-7.37,-1.6271052908356436,FALSE
1997-05-31,Funds Of Funds,2.75,Medio,1.4928667589127946,FALSE,-2.69,3.6363999999999965,2.75,1.735394042837568,FALSE
1997-06-30,Convertible Arbitrage,2.12,Medio,0.9471358952772251,FALSE,-2.6832,3.3703999999999974,2.12,1.2753410805953898,FALSE
1997-06-30,CTA Global,0.85,Alto,0.18968592116419558,FALSE,-4.231199999999999,5.196399999999996,0.85,0.20135784910497057,FALSE
1997-06-30,Distressed Securities,2.17,Alto,0.865760788200081,FALSE,-3.412,3.575999999999999,2.17,0.9650376348516065,FALSE
1997-06-30,Emerging Markets,5.81,Alto,1.5934460006477404,FALSE,-5.645599999999999,6.4823999999999975,5.81,1.8627574880902251,FALSE
1997-06-30,Equity Market Neutral,1.65,Bajo,1.4761991089907893,FALSE,-1.3356000000000001,1.958399999999999,1.65,1.753462336072091,FALSE
1997-06-30,Event Driven,2.58,Medio,1.1619714564846737,FALSE,-3.0076,3.3676,2.58,1.2970666669051636,FALSE
1997-06-30,Fixed Income Arbitrage,1.08,Bajo,0.557674200629132,FALSE,-2.6687999999999996,2.0579999999999994,1.08,0.7635516264436274,FALSE
1997-06-30,Global Macro,2.18,Alto,1.1137686448583355,FALSE,-2.0507999999999997,4.0728,2.18,1.2521629078185454,FALSE
1997-06-30,Long/Short Equity,2.23,Medio,0.8010690967098014,FALSE,-4.0152,4.2395999999999985,2.23,0.8711317121401038,FALSE
1997-06-30,Merger Arbitrage,2.31,Medio,1.844736989112512,FALSE,-1.6496,2.2376,2.2376,1.969584262971211,FALSE
1997-06-30,Relative Value,1.98,Bajo,1.2198006891010154,FALSE,-1.9928,2.3367999999999984,1.98,1.448602207294967,FALSE
1997-06-30,Short Selling,-0.65,Alto,-0.100516451393306,FALSE,-10.563600000000001,10.994399999999992,-0.65,-0.09421397593198172,FALSE
1997-06-30,Funds Of Funds,2.25,Medio,1.1716494165303477,FALSE,-2.69,3.6363999999999965,2.25,1.3605460379814889,FALSE
1997-07-31,Convertible Arbitrage,1.93,Medio,0.8324532504663428,FALSE,-2.6832,3.3703999999999974,1.93,1.1170349465640892,FALSE
1997-07-31,CTA Global,5.91,Alto,2.3581442165588196,FALSE,-4.231199999999999,5.196399999999996,5.196399999999996,2.1468834706733473,FALSE
1997-07-31,Distressed Securities,2.34,Alto,0.9655163865827462,FALSE,-3.412,3.575999999999999,2.34,1.0789759178993434,FALSE
1997-07-31,Emerging Markets,5.6,Alto,1.5289051097394815,FALSE,-5.645599999999999,6.4823999999999975,5.6,1.7862336657086173,FALSE
1997-07-31,Equity Market Neutral,2.47,Bajo,2.4847753796860332,FALSE,-1.3356000000000001,1.958399999999999,1.958399999999999,2.2126527593562946,FALSE
1997-07-31,Event Driven,3.07,Medio,1.4546216706755348,FALSE,-3.0076,3.3676,3.07,1.6312924154536483,FALSE
1997-07-31,Fixed Income Arbitrage,0.95,Bajo,0.4450124131113463,FALSE,-2.6687999999999996,2.0579999999999994,0.95,0.5982042965669855,FALSE
1997-07-31,Global Macro,7.38,Alto,4.645885328626677,TRUE,-2.0507999999999997,4.0728,4.0728,2.677357959479119,FALSE
1997-07-31,Long/Short Equity,4.54,Medio,1.959843134958583,FALSE,-4.0152,4.2395999999999985,4.2395999999999985,1.9660964478218415,FALSE
1997-07-31,Merger Arbitrage,2,Medio,1.5224505624676814,FALSE,-1.6496,2.2376,2,1.6910797049328579,FALSE
1997-07-31,Relative Value,1.81,Bajo,1.0717664641622069,FALSE,-1.9928,2.3367999999999984,1.81,1.2698685383300035,FALSE
1997-07-31,Short Selling,-4.29,Alto,-0.8628869889296688,FALSE,-10.563600000000001,10.994399999999992,-4.29,-0.9245301048381319,FALSE
1997-07-31,Funds Of Funds,4.35,Medio,2.520762254536625,FALSE,-2.69,3.6363999999999965,3.6363999999999965,2.3999245858464224,FALSE
1997-08-31,Convertible Arbitrage,1.34,Medio,0.47633345868518273,FALSE,-2.6832,3.3703999999999974,1.34,0.6254527408879468,FALSE
1997-08-31,CTA Global,-4.73,Alto,-2.2016178907531967,FALSE,-4.231199999999999,5.196399999999996,-4.231199999999999,-2.073077266925133,FALSE
1997-08-31,Distressed Securities,1.47,Alto,0.45500244191851796,FALSE,-3.412,3.575999999999999,1.47,0.4958799987726895,FALSE
1997-08-31,Emerging Markets,-0.66,Alto,-0.39502811447814357,FALSE,-5.645599999999999,6.4823999999999975,-0.66,-0.4949050395716887,FALSE
1997-08-31,Equity Market Neutral,0.17,Bajo,-0.344158062507943,FALSE,-1.3356000000000001,1.958399999999999,0.17,-0.4501752335148843,FALSE
1997-08-31,Event Driven,0.71,Medio,0.04512267987873371,FALSE,-3.0076,3.3676,0.71,0.021552075505842407,FALSE
1997-08-31,Fixed Income Arbitrage,0.87,Bajo,0.3756820823311707,FALSE,-2.6687999999999996,2.0579999999999994,0.87,0.4964520935659752,FALSE
1997-08-31,Global Macro,-1.8,Alto,-1.58965912464128,FALSE,-2.0507999999999997,4.0728,-1.8,-1.7446018352124588,FALSE
1997-08-31,Long/Short Equity,1.07,Medio,0.21917390867145242,FALSE,-4.0152,4.2395999999999985,1.07,0.23908598493527858,FALSE
1997-08-31,Merger Arbitrage,0.79,Medio,0.26449386491850385,FALSE,-1.6496,2.2376,0.79,0.27276945566346744,FALSE
1997-08-31,Relative Value,1.03,Bajo,0.39255060856061563,FALSE,-1.9928,2.3367999999999984,1.03,0.4497964101378179,FALSE
1997-08-31,Short Selling,-0.72,Alto,-0.11517742326900528,FALSE,-10.563600000000001,10.994399999999992,-0.72,-0.11018159379556151,FALSE
1997-08-31,Funds Of Funds,0.51,Medio,0.053813065039432006,FALSE,-2.69,3.6363999999999965,0.51,0.05607498108233352,FALSE
1997-09-30,Convertible Arbitrage,1.22,Medio,0.40390231459409925,FALSE,-2.6832,3.3703999999999974,1.22,0.525469919394494,FALSE
1997-09-30,CTA Global,1.98,Alto,0.6739463705309793,FALSE,-4.231199999999999,5.196399999999996,1.98,0.7071658631792085,FALSE
1997-09-30,Distressed Securities,3.5,Alto,1.6462016461350508,FALSE,-3.412,3.575999999999999,3.5,1.856437143401549,FALSE
1997-09-30,Emerging Markets,2.29,Alto,0.5116177339950184,FALSE,-5.645599999999999,6.4823999999999975,2.29,0.5800724653128008,FALSE
1997-09-30,Equity Market Neutral,2.02,Bajo,1.9312884018654723,FALSE,-1.3356000000000001,1.958399999999999,1.958399999999999,2.2126527593562946,FALSE
1997-09-30,Event Driven,3.29,Medio,1.5860156443938809,FALSE,-3.0076,3.3676,3.29,1.7813529556182748,FALSE
1997-09-30,Fixed Income Arbitrage,1.19,Bajo,0.6530034054518734,FALSE,-2.6687999999999996,2.0579999999999994,1.19,0.9034609055700166,FALSE
1997-09-30,Global Macro,2.9,Alto,1.6028309549185673,FALSE,-2.0507999999999997,4.0728,2.9,1.7942912030402345,FALSE
1997-09-30,Long/Short Equity,4.29,Medio,1.8344346892606629,FALSE,-4.0152,4.2395999999999985,4.2395999999999985,1.9660964478218415,FALSE
1997-09-30,Merger Arbitrage,1.97,Medio,1.4912615534375366,FALSE,-1.6496,2.2376,1.97,1.6559149880088235,FALSE
1997-09-30,Relative Value,1.83,Bajo,1.0891822553314785,FALSE,-1.9928,2.3367999999999984,1.83,1.2908960287964697,FALSE
1997-09-30,Short Selling,-1.55,Alto,-0.2890146612237254,FALSE,-10.563600000000001,10.994399999999992,-1.55,-0.2995119198922936,FALSE
1997-09-30,Funds Of Funds,3.34,Medio,1.8719032229240822,FALSE,-2.69,3.6363999999999965,3.34,2.1777146885677414,FALSE
1997-10-31,Convertible Arbitrage,1,Medio,0.2711118837604463,FALSE,-2.6832,3.3703999999999974,1,0.34216807998983056,FALSE
1997-10-31,CTA Global,-0.98,Alto,-0.5945588773678523,FALSE,-4.231199999999999,5.196399999999996,-0.98,-0.6177825630683527,FALSE
1997-10-31,Distressed Securities,-0.64,Alto,-0.7831405733016221,FALSE,-3.412,3.575999999999999,-0.64,-0.918295161408046,FALSE
1997-10-31,Emerging Markets,-5.72,Alto,-1.9501562477914314,FALSE,-5.645599999999999,6.4823999999999975,-5.645599999999999,-2.311653462741895,FALSE
1997-10-31,Equity Market Neutral,0.95,Bajo,0.6152193657143619,FALSE,-1.3356000000000001,1.958399999999999,0.95,0.7112013234296026,FALSE
1997-10-31,Event Driven,0.61,Medio,-0.014601853629605309,FALSE,-3.0076,3.3676,0.61,-0.04665726093262394,FALSE
1997-10-31,Fixed Income Arbitrage,-0.32,Bajo,-0.6556065880239428,FALSE,-2.6687999999999996,2.0579999999999994,-0.32,-1.017111926074054,FALSE
1997-10-31,Global Macro,-1.42,Alto,-1.3315429054428238,FALSE,-2.0507999999999997,4.0728,-1.42,-1.4584785682899004,FALSE
1997-10-31,Long/Short Equity,0.1,Medio,-0.2674108606364775,FALSE,-4.0152,4.2395999999999985,0.1,-0.289435011089446,FALSE
1997-10-31,Merger Arbitrage,0.94,Medio,0.4204389100692283,FALSE,-1.6496,2.2376,0.94,0.4485930402836397,FALSE
1997-10-31,Relative Value,0.79,Bajo,0.18356111452935672,FALSE,-1.9928,2.3367999999999984,0.79,0.19746652454022234,FALSE
1997-10-31,Short Selling,5.72,Alto,1.2336319892953287,FALSE,-10.563600000000001,10.994399999999992,5.72,1.358839249653781,FALSE
1997-10-31,Funds Of Funds,-0.99,Medio,-0.9098389621079092,FALSE,-2.69,3.6363999999999965,-0.99,-1.068469033485904,FALSE
1997-11-30,Convertible Arbitrage,0,Medio,-0.3324809836652489,FALSE,-2.6832,3.3703999999999974,0,-0.4910220991222757,FALSE
1997-11-30,CTA Global,1.33,Alto,0.3953894748775197,FALSE,-4.231199999999999,5.196399999999996,1.33,0.4162143506586292,FALSE
1997-11-30,Distressed Securities,0.54,Alto,-0.09071936099841578,FALSE,-3.412,3.575999999999999,0.54,-0.12742943201787157,FALSE
1997-11-30,Emerging Markets,-3.78,Alto,-1.35392135082942,FALSE,-5.645599999999999,6.4823999999999975,-3.78,-1.6318304006698603,FALSE
1997-11-30,Equity Market Neutral,0.41,Bajo,-0.048965007670310735,FALSE,-1.3356000000000001,1.958399999999999,0.41,-0.09282860060888841,FALSE
1997-11-30,Event Driven,1.34,Medio,0.4213872409812697,FALSE,-3.0076,3.3676,1.34,0.4512708950681806,FALSE
1997-11-30,Fixed Income Arbitrage,0.53,Bajo,0.08102817651542397,FALSE,-2.6687999999999996,2.0579999999999994,0.53,0.06400523081168123,FALSE
1997-11-30,Global Macro,1.06,Alto,0.35300505143130806,FALSE,-2.0507999999999997,4.0728,1.06,0.4088522263625845,FALSE
1997-11-30,Long/Short Equity,-0.26,Medio,-0.4479990224414824,FALSE,-4.0152,4.2395999999999985,-0.26,-0.48558713332542625,FALSE
1997-11-30,Merger Arbitrage,2.23,Medio,1.761566298365459,FALSE,-1.6496,2.2376,2.23,1.9606758680171221,FALSE
1997-11-30,Relative Value,1.11,Bajo,0.46221377323770196,FALSE,-1.9928,2.3367999999999984,1.11,0.5339063720036832,FALSE
1997-11-30,Short Selling,2.17,Alto,0.49011127274200794,FALSE,-10.563600000000001,10.994399999999992,2.17,0.5490529151436621,FALSE
1997-11-30,Funds Of Funds,-0.34,Medio,-0.492256417010728,FALSE,-2.69,3.6363999999999965,-0.34,-0.581166627173001,FALSE
1997-12-31,Convertible Arbitrage,0.68,Medio,0.07796216618422389,FALSE,-2.6832,3.3703999999999974,0.68,0.0755472226739566,FALSE
1997-12-31,CTA Global,2.86,Alto,1.0510695523387399,FALSE,-4.231199999999999,5.196399999999996,2.86,1.1010694493609159,FALSE
1997-12-31,Distressed Securities,0.73,Alto,0.0207721901351513,FALSE,-3.412,3.575999999999999,0.73,-8.664508216556963e-5,FALSE
1997-12-31,Emerging Markets,1.6,Alto,0.29955480672502466,FALSE,-5.645599999999999,6.4823999999999975,1.6,0.3286370489160897,FALSE
1997-12-31,Equity Market Neutral,0.66,Bajo,0.25852775778555626,FALSE,-1.3356000000000001,1.958399999999999,0.66,0.2794074753348575,FALSE
1997-12-31,Event Driven,1.54,Medio,0.5408363079979477,FALSE,-3.0076,3.3676,1.54,0.5876895679451133,FALSE
1997-12-31,Fixed Income Arbitrage,0.79,Bajo,0.306351751550995,FALSE,-2.6687999999999996,2.0579999999999994,0.79,0.3946998905649649,FALSE
1997-12-31,Global Macro,2.64,Alto,1.4262251207301504,FALSE,-2.0507999999999997,4.0728,2.64,1.5985226519879578,FALSE
1997-12-31,Long/Short Equity,1.04,Medio,0.204124895187702,FALSE,-4.0152,4.2395999999999985,1.04,0.22273997474894688,FALSE
1997-12-31,Merger Arbitrage,1.58,Medio,1.085804436045653,FALSE,-1.6496,2.2376,1.58,1.1987736679963752,FALSE
1997-12-31,Relative Value,0.82,Bajo,0.20968480128326403,FALSE,-1.9928,2.3367999999999984,0.82,0.2290077602399217,FALSE
1997-12-31,Short Selling,1.61,Alto,0.3728234977364137,FALSE,-10.563600000000001,10.994399999999992,1.61,0.4213119722350236,FALSE
1997-12-31,Funds Of Funds,0.89,Medio,0.29793824525009177,FALSE,-2.69,3.6363999999999965,0.89,0.3409594647729537,FALSE
1998-01-31,Convertible Arbitrage,1.45,Medio,0.5427286741020092,FALSE,-2.6832,3.3703999999999974,1.45,0.7171036605902783,FALSE
1998-01-31,CTA Global,1.04,Alto,0.2711102445090531,FALSE,-4.231199999999999,5.196399999999996,1.04,0.2864052143032938,FALSE
1998-01-31,Distressed Securities,0.95,Alto,0.1498676703950711,FALSE,-3.412,3.575999999999999,0.95,0.14736289768549404,FALSE
1998-01-31,Emerging Markets,-4.29,Alto,-1.5106635144637632,FALSE,-5.645599999999999,6.4823999999999975,-4.29,-1.8176739693109079,FALSE
1998-01-31,Equity Market Neutral,0.6,Bajo,0.18472949407614814,FALSE,-1.3356000000000001,1.958399999999999,0.6,0.19007081710835844,FALSE
1998-01-31,Event Driven,0.55,Medio,-0.05043657373460869,FALSE,-3.0076,3.3676,0.55,-0.08758286279570372,FALSE
1998-01-31,Fixed Income Arbitrage,-0.26,Bajo,-0.6036088399388111,FALSE,-2.6687999999999996,2.0579999999999994,-0.26,-0.9407977738232962,FALSE
1998-01-31,Global Macro,-0.5,Alto,-0.7066299536991943,FALSE,-2.0507999999999997,4.0728,-0.5,-0.7657590799510754,FALSE
1998-01-31,Long/Short Equity,0.13,Medio,-0.2523618471527271,FALSE,-4.0152,4.2395999999999985,0.13,-0.27308900090311433,FALSE
1998-01-31,Merger Arbitrage,0.55,Medio,0.014981792677344674,FALSE,-1.6496,2.2376,0.55,-0.008548279728808346,FALSE
1998-01-31,Relative Value,1.32,Bajo,0.6450795805150535,FALSE,-1.9928,2.3367999999999984,1.32,0.7546950219015792,FALSE
1998-01-31,Short Selling,0.14,Alto,0.06494308834672877,FALSE,-10.563600000000001,10.994399999999992,0.14,0.08599199709984758,FALSE
1998-01-31,Funds Of Funds,-0.36,Medio,-0.5051051107060258,FALSE,-2.69,3.6363999999999965,-0.36,-0.5961605473672442,FALSE
1998-02-28,Convertible Arbitrage,1.46,Medio,0.5487646027762662,FALSE,-2.6832,3.3703999999999974,1.46,0.7254355623813994,FALSE
1998-02-28,CTA Global,-0.65,Alto,-0.45313768418994205,FALSE,-4.231199999999999,5.196399999999996,-0.65,-0.4700687182502125,FALSE
1998-02-28,Distressed Securities,2.27,Alto,0.92444055195459,FALSE,-3.412,3.575999999999999,2.27,1.0320601542914518,FALSE
1998-02-28,Emerging Markets,3.39,Alto,0.8496890673239941,FALSE,-5.645599999999999,6.4823999999999975,3.39,0.980911534930746,FALSE
1998-02-28,Equity Market Neutral,1.35,Bajo,1.1072077904437492,FALSE,-1.3356000000000001,1.958399999999999,1.35,1.3067790449395962,FALSE
1998-02-28,Event Driven,2.94,Medio,1.376979777114694,FALSE,-3.0076,3.3676,2.94,1.5426202780836422,FALSE
1998-02-28,Fixed Income Arbitrage,0.98,Bajo,0.4710112871539122,FALSE,-2.6687999999999996,2.0579999999999994,0.98,0.6363613726923644,FALSE
1998-02-28,Global Macro,1.28,Alto,0.5024407572830456,FALSE,-2.0507999999999997,4.0728,1.28,0.574502538791434,FALSE
1998-02-28,Long/Short Equity,3.42,Medio,1.398013298231901,FALSE,-4.0152,4.2395999999999985,3.42,1.5195234495312606,FALSE
1998-02-28,Merger Arbitrage,2.12,Medio,1.6472065985882611,FALSE,-1.6496,2.2376,2.12,1.8317385726289959,FALSE
1998-02-28,Relative Value,1.3,Bajo,0.6276637893457819,FALSE,-1.9928,2.3367999999999984,1.3,0.7336675314351129,FALSE
1998-02-28,Short Selling,1.55,Alto,0.36025695041438577,FALSE,-10.563600000000001,10.994399999999992,1.55,0.4076254426376695,FALSE
1998-02-28,Funds Of Funds,2.56,Medio,1.3708041688074648,FALSE,-2.69,3.6363999999999965,2.56,1.592951800992258,FALSE
1998-03-31,Convertible Arbitrage,1.44,Medio,0.5366927454277522,FALSE,-2.6832,3.3703999999999974,1.44,0.7087717587991572,FALSE
1998-03-31,CTA Global,1.22,Alto,0.34824907715154957,FALSE,-4.231199999999999,5.196399999999996,1.22,0.3669764023859157,FALSE
1998-03-31,Distressed Securities,2.52,Alto,1.0711399613408625,FALSE,-3.412,3.575999999999999,2.52,1.199616452891065,FALSE
1998-03-31,Emerging Markets,3.18,Alto,0.7851481764157351,FALSE,-5.645599999999999,6.4823999999999975,3.18,0.9043877125491383,FALSE
1998-03-31,Equity Market Neutral,1.79,Bajo,1.6483950576460749,FALSE,-1.3356000000000001,1.958399999999999,1.79,1.9619145386005887,FALSE
1998-03-31,Event Driven,2.63,Medio,1.1918337232388432,FALSE,-3.0076,3.3676,2.63,1.3311713351243966,FALSE
1998-03-31,Fixed Income Arbitrage,1.28,Bajo,0.7310000275795712,FALSE,-2.6687999999999996,2.0579999999999994,1.28,1.0179321339461533,FALSE
1998-03-31,Global Macro,5.7,Alto,3.5047399384861357,TRUE,-2.0507999999999997,4.0728,4.0728,2.677357959479119,FALSE
1998-03-31,Long/Short Equity,3.36,Medio,1.3679152712644,FALSE,-4.0152,4.2395999999999985,3.36,1.4868314291585971,FALSE
1998-03-31,Merger Arbitrage,1.64,Medio,1.1481824541059427,FALSE,-1.6496,2.2376,1.64,1.2691031018444443,FALSE
1998-03-31,Relative Value,1.45,Bajo,0.7582822231153187,FALSE,-1.9928,2.3367999999999984,1.45,0.8913737099336101,FALSE
